code,chinese_name,english_name
S96.022A,左側足部踝部及足部區位姆長屈肌和肌腱撕裂傷之初期照護,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, initial encounter"
S96.022D,左側足部踝部及足部區位姆長屈肌和肌腱撕裂傷之後續照護,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, subsequent encounter"
S96.022S,左側足部踝部及足部區位姆長屈肌和肌腱撕裂傷之後遺症,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, sequela"
S96.029,未明示側性足部踝部及足部區位姆長屈肌和肌腱撕裂傷,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot"
S96.029A,未明示側性足部踝部及足部區位姆長屈肌和肌腱撕裂傷之初期照護,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
S96.029D,未明示側性足部踝部及足部區位姆長屈肌和肌腱撕裂傷之後續照護,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, subsequent encounter"
S96.029S,未明示側性足部踝部及足部區位姆長屈肌和肌腱撕裂傷之後遺症,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, sequela"
S96.09,踝部及足部區位姆長屈肌和肌腱其他損傷,Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level
S96.091,右側足部踝部及足部區位姆長屈肌和肌腱其他損傷,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot"
S96.091A,右側足部踝部及足部區位姆長屈肌和肌腱其他損傷之初期照護,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot, initial encounter"
S96.091D,右側足部踝部及足部區位姆長屈肌和肌腱其他損傷之後續照護,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot, subsequent encounter"
S96.091S,右側足部踝部及足部區位姆長屈肌和肌腱其他損傷之後遺症,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot, sequela"
S96.092,左側足部踝部及足部區位姆長屈肌和肌腱其他損傷,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot"
S96.092A,左側足部踝部及足部區位姆長屈肌和肌腱其他損傷之初期照護,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, initial encounter"
S96.092D,左側足部踝部及足部區位姆長屈肌和肌腱其他損傷之後續照護,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, subsequent encounter"
S96.092S,左側足部踝部及足部區位姆長屈肌和肌腱其他損傷之後遺症,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, sequela"
S96.099,未明示側性足部踝部及足部區位姆長屈肌和肌腱其他損傷,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot"
S96.099A,未明示側性足部踝部及足部區位姆長屈肌和肌腱其他損傷之初期照護,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
S96.099D,未明示側性足部踝部及足部區位姆長屈肌和肌腱其他損傷之後續照護,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, subsequent encounter"
S96.099S,未明示側性足部踝部及足部區位姆長屈肌和肌腱其他損傷之後遺症,"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, sequela"
S96.1,踝部及足部區位姆長伸肌和肌腱損傷,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level
S96.10,踝部及足部區位姆長伸肌和肌腱損傷,Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level
S96.101,右側足部踝部及足部區位姆長伸肌和肌腱損傷,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot"
S96.101A,右側足部踝部及足部區位姆長伸肌和肌腱損傷之初期照護,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, initial encounter"
S96.101D,右側足部踝部及足部區位姆長伸肌和肌腱損傷之後續照護,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, subsequent encounter"
S96.101S,右側足部踝部及足部區位姆長伸肌和肌腱損傷之後遺症,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, sequela"
S96.102,左側足部踝部及足部區位姆長伸肌和肌腱損傷,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot"
S96.102A,左側足部踝部及足部區位姆長伸肌和肌腱損傷之初期照護,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, initial encounter"
S96.102D,左側足部踝部及足部區位姆長伸肌和肌腱損傷之後續照護,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, subsequent encounter"
S96.102S,左側足部踝部及足部區位姆長伸肌和肌腱損傷之後遺症,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, sequela"
S96.109,未明示側性足部踝部及足部區位姆長伸肌和肌腱損傷,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot"
S96.109A,未明示側性足部踝部及足部區位姆長伸肌和肌腱損傷之初期照護,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
S96.109D,未明示側性足部踝部及足部區位姆長伸肌和肌腱損傷之後續照護,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, subsequent encounter"
S96.109S,未明示側性足部踝部及足部區位姆長伸肌和肌腱損傷之後遺症,"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, sequela"
S96.11,踝部及足部區位肌腱之姆長伸肌和肌腱拉傷,Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level
S96.111,右側足部踝部及足部區位姆長伸肌和肌腱拉傷,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot"
S96.111A,右側足部踝部及足部區位姆長伸肌和肌腱拉傷之初期照護,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, initial encounter"
S96.111D,右側足部踝部及足部區位姆長伸肌和肌腱拉傷之後續照護,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, subsequent encounter"
S96.111S,右側足部踝部及足部區位姆長伸肌和肌腱拉傷之後遺症,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, sequela"
S96.112,左側足部踝部及足部區位姆長伸肌和肌腱拉傷,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot"
S96.112A,左側足部踝部及足部區位姆長伸肌和肌腱拉傷之初期照護,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, initial encounter"
S96.112D,左側足部踝部及足部區位姆長伸肌和肌腱拉傷之後續照護,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, subsequent encounter"
S96.112S,左側足部踝部及足部區位姆長伸肌和肌腱拉傷之後遺症,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, sequela"
S96.119,未明示側性足部踝部及足部區位姆長伸肌和肌腱拉傷,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot"
S96.119A,未明示側性足部踝部及足部區位姆長伸肌和肌腱和肌腱拉傷之初期照護,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
S96.119D,未明示側性足部踝部及足部區位姆長伸肌和肌腱和肌腱拉傷之後續照護,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, subsequent encounter"
S96.119S,未明示側性足部踝部及足部區位姆長伸肌和肌腱和肌腱拉傷之後遺症,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, sequela"
S96.12,踝部及足部區位姆長伸肌和肌腱撕裂傷,Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level
S96.121,右側足部踝部及足部區位姆長伸肌和肌腱撕裂傷,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot"
S96.121A,右側足部踝部及足部區位姆長伸肌和肌腱撕裂傷之初期照護,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, initial encounter"
S96.121D,右側足部踝部及足部區位姆長伸肌和肌腱撕裂傷之後續照護,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, subsequent encounter"
S96.121S,右側足部踝部及足部區位姆長伸肌和肌腱撕裂傷之後遺症,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, sequela"
S96.122,左側足部踝部及足部區位姆長伸肌和肌腱撕裂傷,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot"
S96.122A,左側足部踝部及足部區位姆長伸肌和肌腱撕裂傷之初期照護,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, initial encounter"
S96.122D,左側足部踝部及足部區位姆長伸肌和肌腱撕裂傷之後續照護,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, subsequent encounter"
S96.122S,左側足部踝部及足部區位姆長伸肌和肌腱裂傷之後遺症,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, sequela"
S96.129,未明示側性足部踝部及足部區位姆長伸肌和肌腱撕裂傷,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot"
S96.129A,未明示側性足部踝部及足部區位姆長伸肌和肌腱撕裂傷之初期照護,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
S96.129D,未明示側性足部踝部及足部區位姆長伸肌和肌腱撕裂傷之後續照護,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, subsequent encounter"
S96.129S,未明示側性足部踝部及足部區位姆長伸肌和肌腱撕裂傷之後遺症,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, sequela"
S96.19,踝部及足部區位姆長伸肌和肌腱其他特定損傷,Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level
S96.191,右側足部踝部及足部區位姆長伸肌和肌腱其他特定損傷,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot"
S96.191A,右側足部踝部及足部區位姆長伸肌和肌腱其他特定損傷之初期照護,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, initial encounter"
S96.191D,右側足部踝部及足部區位姆長伸肌和肌腱其他特定損傷其他特定損傷之後續照護,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, subsequent encounter"
S96.191S,右側足部踝部及足部區位姆長伸肌和肌腱其他特定損傷之後遺症,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, sequela"
S96.192,左側足部踝部及足部區位姆長伸肌和肌腱其他特定損傷,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot"
S96.192A,左側足部踝部及足部區位姆長伸肌和肌腱其他特定損傷之初期照護,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, initial encounter"
S96.192D,左側足部踝部及足部區位姆長伸肌和肌腱其他特定損傷之後續照護,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, subsequent encounter"
S96.192S,左側足部踝部及足部區位姆長伸肌和肌腱其他特定損傷之後遺症,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, sequela"
S96.199,未明示側性足部踝部及足部區位姆長伸肌和肌腱其他特定損傷,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot"
S96.199A,未明示側性足部踝部及足部區位姆長伸肌和肌腱其他特定損傷之初期照護,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
S96.199D,未明示側性足部踝部及足部區位姆長伸肌和肌腱其他特定損傷之後續照護,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, subsequent encounter"
S96.199S,未明示側性足部踝部及足部區位姆長伸肌和肌腱其他特定損傷之後遺症,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, sequela"
S96.2,踝部及足部區位內在肌和肌腱損傷,Injury of intrinsic muscle and tendon at ankle and foot level
S96.20,踝部及足部區位內在肌和肌腱損傷,Unspecified injury of intrinsic muscle and tendon at ankle and foot level
S96.201,右側足部踝部及足部區位內在肌和肌腱損傷,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, right foot"
S96.201A,右側足部踝部及足部區位內在肌和肌腱損傷之初期照護,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, right foot, initial encounter"
S96.201D,右側足部踝部及足部區位內在肌和肌腱損傷之後續照護,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, right foot, subsequent encounter"
S96.201S,右側足部踝部及足部區位內在肌和肌腱損傷之後遺症,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, right foot, sequela"
S96.202,左側足部踝部及足部區位內在肌和肌腱損傷,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, left foot"
S96.202A,左側足部踝部及足部區位內在肌和肌腱損傷之初期照護,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, left foot, initial encounter"
S96.202D,左側足部踝部及足部區位內在肌和肌腱損傷之後續照護,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, left foot, subsequent encounter"
S96.202S,左側足部踝部及足部區位內在肌和肌腱損傷之後遺症,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, left foot, sequela"
S96.209,未明示側性足部踝部及足部區位內在肌和肌腱損傷,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot"
S96.209A,未明示側性足部踝部及足部區位內在肌和肌腱損傷之初期照護,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
S96.209D,未明示側性足部踝部及足部區位內在肌和肌腱損傷之後續照護,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter"
S96.209S,未明示側性足部踝部及足部區位內在肌和肌腱損傷之後遺症,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot, sequela"
S96.21,踝部及足部區位內在肌和肌腱拉傷,Strain of intrinsic muscle and tendon at ankle and foot level
S96.211,右側足部踝部及足部區位內在肌和肌腱拉傷,"Strain of intrinsic muscle and tendon at ankle and foot level, right foot"
S96.211A,右側足部踝部及足部區位內在肌和肌腱損傷之初期照護,"Strain of intrinsic muscle and tendon at ankle and foot level, right foot, initial encounter"
S96.211D,右側足部踝部及足部區位內在肌和肌腱損傷之後續照護,"Strain of intrinsic muscle and tendon at ankle and foot level, right foot, subsequent encounter"
S96.211S,右側足部踝部及足部區位內在肌和肌腱損傷之後遺症,"Strain of intrinsic muscle and tendon at ankle and foot level, right foot, sequela"
S96.212,左側足部踝部及足部區位內在肌和肌腱拉傷,"Strain of intrinsic muscle and tendon at ankle and foot level, left foot"
S96.212A,左側足部踝部及足部區位內在肌和肌腱拉傷之初期照護,"Strain of intrinsic muscle and tendon at ankle and foot level, left foot, initial encounter"
S96.212D,左側足部踝部及足部區位內在肌和肌腱拉傷之後續照護,"Strain of intrinsic muscle and tendon at ankle and foot level, left foot, subsequent encounter"
S96.212S,左側足部踝部及足部區位內在肌和肌腱拉傷之後遺症,"Strain of intrinsic muscle and tendon at ankle and foot level, left foot, sequela"
S96.219,未明示側性足部踝部及足部區位內在肌和肌腱拉傷,"Strain of intrinsic muscle and tendon at ankle and foot level, unspecified foot"
S96.219A,未明示側性足部踝部及足部區位內在肌和肌腱拉傷之初期照護,"Strain of intrinsic muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
S96.219D,未明示側性足部踝部及足部區位內在肌和肌腱拉傷之後續照護,"Strain of intrinsic muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter"
S96.219S,未明示側性足部踝部及足部區位內在肌和肌腱拉傷之後遺症,"Strain of intrinsic muscle and tendon at ankle and foot level, unspecified foot, sequela"
S96.22,踝部及足部區位內在肌和肌腱撕裂傷,Laceration of intrinsic muscle and tendon at ankle and foot level
S96.221,右側足部踝部及足部區位內在肌和肌腱撕裂傷,"Laceration of intrinsic muscle and tendon at ankle and foot level, right foot"
S96.221A,右側足部踝部及足部區位內在肌和肌腱撕裂傷之初期照護,"Laceration of intrinsic muscle and tendon at ankle and foot level, right foot, initial encounter"
S96.221D,右側足部踝部及足部區位內在肌和肌腱撕裂傷之後續照護,"Laceration of intrinsic muscle and tendon at ankle and foot level, right foot, subsequent encounter"
S96.221S,右側足部踝部及足部區位內在肌和肌腱撕裂傷之後遺症,"Laceration of intrinsic muscle and tendon at ankle and foot level, right foot, sequela"
S96.222,左側足部踝部及足部區位內在肌和肌腱撕裂傷,"Laceration of intrinsic muscle and tendon at ankle and foot level, left foot"
S96.222A,左側足部踝部及足部區位內在肌和肌腱撕裂傷之初期照護,"Laceration of intrinsic muscle and tendon at ankle and foot level, left foot, initial encounter"
S96.222D,左側足部踝部及足部區位內在肌和肌腱撕裂傷之後續照護,"Laceration of intrinsic muscle and tendon at ankle and foot level, left foot, subsequent encounter"
S96.222S,左側足部踝部及足部區位內在肌和肌腱撕裂傷之後遺症,"Laceration of intrinsic muscle and tendon at ankle and foot level, left foot, sequela"
S96.229,未明示側性足部踝部及足部區位內在肌和肌腱撕裂傷,"Laceration of intrinsic muscle and tendon at ankle and foot level, unspecified foot"
S96.229A,未明示側性足部踝部及足部區位內在肌和肌腱撕裂傷之初期照護,"Laceration of intrinsic muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
S96.229D,未明示側性足部踝部及足部區位內在肌和肌腱撕裂傷之後續照護,"Laceration of intrinsic muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter"
S96.229S,未明示側性足部踝部及足部區位內在肌和肌腱撕裂傷之後遺症,"Laceration of intrinsic muscle and tendon at ankle and foot level, unspecified foot, sequela"
S96.29,踝部及足部區位內在肌和肌腱其他特定損傷,Other specified injury of intrinsic muscle and tendon at ankle and foot level
S96.291,右側足部踝部及足部區位內在肌和肌腱其他特定損傷,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, right foot"
S96.291A,右側足部踝部及足部區位內在肌和肌腱其他特定損傷之初期照護,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, right foot, initial encounter"
S96.291D,右側足部踝部及足部區位內在肌和肌腱其他特定損傷之後續照護,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, right foot, subsequent encounter"
S96.291S,右側足部踝部及足部區位內在肌和肌腱其他特定損傷之後遺症,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, right foot, sequela"
S96.292,左側足部踝部及足部區位內在肌和肌腱其他特定損傷,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, left foot"
S96.292A,左側足部踝部及足部區位內在肌和肌腱其他特定損傷之初期照護,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, left foot, initial encounter"
S96.292D,左側足部踝部及足部區位內在肌和肌腱其他特定損傷之後續照護,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, left foot, subsequent encounter"
S96.292S,左側足部踝部及足部區位內在肌和肌腱其他特定損傷之後遺症,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, left foot, sequela"
S96.299,未明示側性足部踝部及足部區位內在肌和肌腱其他特定損傷,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot"
S96.299A,未明示側性足部踝部及足部區位內在肌和肌腱其他特定損傷之初期照護,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
S96.299D,未明示側性足部踝部及足部區位內在肌和肌腱其他特定損傷之後續照護,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter"
S96.299S,未明示側性足部踝部及足部區位內在肌和肌腱其他特定損傷之後遺症,"Other specified injury of intrinsic muscle and tendon at ankle and foot level, unspecified foot, sequela"
S96.8,踝部及足部區位其他特定肌肉和肌腱損傷,Injury of other specified muscles and tendons at ankle and foot level
S96.80,踝部及足部區位其他特定肌肉和肌腱損傷,Unspecified injury of other specified muscles and tendons at ankle and foot level
S96.801,右側足部踝部及足部區位其他特定肌肉和肌腱損傷,"Unspecified injury of other specified muscles and tendons at ankle and foot level, right foot"
S96.801A,右側足部踝部及足部區位其他特定肌肉和肌腱損傷之初期照護,"Unspecified injury of other specified muscles and tendons at ankle and foot level, right foot, initial encounter"
S96.801D,右側足部踝部及足部區位其他特定肌肉和肌腱損傷之後續照護,"Unspecified injury of other specified muscles and tendons at ankle and foot level, right foot, subsequent encounter"
S96.801S,右側足部踝部及足部區位其他特定肌肉和肌腱損傷之後遺症,"Unspecified injury of other specified muscles and tendons at ankle and foot level, right foot, sequela"
S96.802,左側足部踝部及足部區位其他特定肌肉和肌腱損傷,"Unspecified injury of other specified muscles and tendons at ankle and foot level, left foot"
S96.802A,左側足部踝部及足部區位其他特定肌肉和肌腱損傷之初期照護,"Unspecified injury of other specified muscles and tendons at ankle and foot level, left foot, initial encounter"
S96.802D,左側足部踝部及足部區位其他特定肌肉和肌腱損傷之後續照護,"Unspecified injury of other specified muscles and tendons at ankle and foot level, left foot, subsequent encounter"
S96.802S,左側足部踝部及足部區位其他特定肌肉和肌腱損傷之後遺症,"Unspecified injury of other specified muscles and tendons at ankle and foot level, left foot, sequela"
S96.809,未明示側性足部踝部及足部區位其他特定肌肉和肌腱損傷,"Unspecified injury of other specified muscles and tendons at ankle and foot level, unspecified foot"
S96.809A,未明示側性足部踝部及足部區位其他特定肌肉和肌腱損傷之初期照護,"Unspecified injury of other specified muscles and tendons at ankle and foot level, unspecified foot, initial encounter"
S96.809D,未明示側性足部踝部及足部區位其他特定肌肉和肌腱損傷之後續照護,"Unspecified injury of other specified muscles and tendons at ankle and foot level, unspecified foot, subsequent encounter"
S96.809S,未明示側性足部踝部及足部區位其他特定肌肉和肌腱損傷之後遺症,"Unspecified injury of other specified muscles and tendons at ankle and foot level, unspecified foot, sequela"
S96.81,踝部及足部區位其他特定肌肉和肌腱拉傷,Strain of other specified muscles and tendons at ankle and foot level
S96.811,右側足部踝部及足部區位其他特定肌肉和肌腱拉傷,"Strain of other specified muscles and tendons at ankle and foot level, right foot"
S96.811A,右側足部踝部及足部區位其他特定肌肉和肌腱拉傷之初期照護,"Strain of other specified muscles and tendons at ankle and foot level, right foot, initial encounter"
S96.811D,右側足部踝部及足部區位其他特定肌肉和肌腱拉傷之後續照護,"Strain of other specified muscles and tendons at ankle and foot level, right foot, subsequent encounter"
S96.811S,右側足部踝部及足部區位其他特定肌肉和肌腱拉傷之後遺症,"Strain of other specified muscles and tendons at ankle and foot level, right foot, sequela"
S96.812,左側足部踝部及足部區位其他特定肌肉和肌腱拉傷,"Strain of other specified muscles and tendons at ankle and foot level, left foot"
S96.812A,左側足部踝部及足部區位其他特定肌肉和肌腱拉傷之初期照護,"Strain of other specified muscles and tendons at ankle and foot level, left foot, initial encounter"
S96.812D,左側足部踝部及足部區位其他特定肌肉和肌腱拉傷之後續照護,"Strain of other specified muscles and tendons at ankle and foot level, left foot, subsequent encounter"
S96.812S,左側足部踝部及足部區位其他特定肌肉和肌腱拉傷之後遺症,"Strain of other specified muscles and tendons at ankle and foot level, left foot, sequela"
S96.819,未明示側性足部踝部及足部區位其他特定肌肉和肌腱拉傷,"Strain of other specified muscles and tendons at ankle and foot level, unspecified foot"
S96.819A,未明示側性足部踝部及足部區位其他特定肌肉和肌腱拉傷之初期照護,"Strain of other specified muscles and tendons at ankle and foot level, unspecified foot, initial encounter"
S96.819D,未明示側性足部踝部及足部區位其他特定肌肉和肌腱拉傷之後續照護,"Strain of other specified muscles and tendons at ankle and foot level, unspecified foot, subsequent encounter"
S96.819S,未明示側性足部踝部及足部區位其他特定肌肉和肌腱拉傷之後遺症,"Strain of other specified muscles and tendons at ankle and foot level, unspecified foot, sequela"
S96.82,踝部及足部區位其他特定肌肉和肌腱撕裂傷,Laceration of other specified muscles and tendons at ankle and foot level
S96.821,右側足部踝部及足部區位其他特定肌肉和肌腱撕裂傷,"Laceration of other specified muscles and tendons at ankle and foot level, right foot"
S96.821A,右側足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之初期照護,"Laceration of other specified muscles and tendons at ankle and foot level, right foot, initial encounter"
S96.821D,右側足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之後續照護,"Laceration of other specified muscles and tendons at ankle and foot level, right foot, subsequent encounter"
S96.821S,右側足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之後遺症,"Laceration of other specified muscles and tendons at ankle and foot level, right foot, sequela"
S96.822,左側足部踝部及足部區位其他特定肌肉和肌腱撕裂傷,"Laceration of other specified muscles and tendons at ankle and foot level, left foot"
S96.822A,左側足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之初期照護,"Laceration of other specified muscles and tendons at ankle and foot level, left foot, initial encounter"
S96.822D,左側足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之後續照護,"Laceration of other specified muscles and tendons at ankle and foot level, left foot, subsequent encounter"
S96.822S,左側足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之後遺症,"Laceration of other specified muscles and tendons at ankle and foot level, left foot, sequela"
S96.829,未明示側性足部踝部及足部區位其他特定肌肉和肌腱撕裂傷,"Laceration of other specified muscles and tendons at ankle and foot level, unspecified foot"
S96.829A,未明示側性足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之初期照護,"Laceration of other specified muscles and tendons at ankle and foot level, unspecified foot, initial encounter"
S96.829D,未明示側性足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之後續照護,"Laceration of other specified muscles and tendons at ankle and foot level, unspecified foot, subsequent encounter"
S96.829S,未明示側性足部踝部及足部區位其他特定肌肉和肌腱撕裂傷之後遺症,"Laceration of other specified muscles and tendons at ankle and foot level, unspecified foot, sequela"
S96.89,踝部及足部區位其他特定肌肉和肌腱其他特定損傷,Other specified injury of other specified muscles and tendons at ankle and foot level
S96.891,右側足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷,"Other specified injury of other specified muscles and tendons at ankle and foot level, right foot"
S96.891A,右側足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之初期照護,"Other specified injury of other specified muscles and tendons at ankle and foot level, right foot, initial encounter"
S96.891D,右側足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之後續照護,"Other specified injury of other specified muscles and tendons at ankle and foot level, right foot, subsequent encounter"
S96.891S,右側足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之後遺症,"Other specified injury of other specified muscles and tendons at ankle and foot level, right foot, sequela"
S96.892,左側足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷,"Other specified injury of other specified muscles and tendons at ankle and foot level, left foot"
S96.892A,左側足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之初期照護,"Other specified injury of other specified muscles and tendons at ankle and foot level, left foot, initial encounter"
S96.892D,左側足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之後續照護,"Other specified injury of other specified muscles and tendons at ankle and foot level, left foot, subsequent encounter"
S96.892S,左側足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之後遺症,"Other specified injury of other specified muscles and tendons at ankle and foot level, left foot, sequela"
S96.899,未明示側性足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷,"Other specified injury of other specified muscles and tendons at ankle and foot level, unspecified foot"
S96.899A,未明示側性足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之初期照護,"Other specified injury of other specified muscles and tendons at ankle and foot level, unspecified foot, initial encounter"
S96.899D,未明示側性足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之後續照護,"Other specified injury of other specified muscles and tendons at ankle and foot level, unspecified foot, subsequent encounter"
